Age,CIP2 ID,CIP2,Year,Average Wage,Average Wage Appx MOE,Record Count,Total Population,Total Population MOE Appx,share
71,"30","Interdisciplinary Studies",2019,111268.11142374789,91358.76103876086,124,1777,1034.94166744472,0.0020379468688787048
71,"30","Interdisciplinary Studies",2020,126166.99344066787,100239.36135184449,116,1677,1005.3999250485952,0.00183799151477024
71,"30","Interdisciplinary Studies",2021,117273.93794871795,84403.46695299815,128,1950,1084.149705838337,0.0020449447393010066
71,"30","Interdisciplinary Studies",2022,102507.58857142857,70012.2800270918,134,2100,1125.074839518306,0.0021422603703254092
71,"30","Interdisciplinary Studies",2023,110438.36470078057,74400.07664819689,147,2306,1178.9656345681306,0.0022925564489831626
72,"30","Interdisciplinary Studies",2014,85246.1133682831,66798.1321727066,85,1526,959.0684652610365,0.0020326963063803487
72,"30","Interdisciplinary Studies",2015,82239.48788546256,55793.17039400441,94,1816,1046.2364698712947,0.00234787915145372
72,"30","Interdisciplinary Studies",2016,82784.57414448669,55918.46671736954,95,1841,1053.4133867200098,0.0023288114839120997
72,"30","Interdisciplinary Studies",2017,94316.61311642095,55814.032508877564,96,1967,1088.8648475029704,0.002415355125968076
72,"30","Interdisciplinary Studies",2018,91999.77046783626,54439.41568306675,99,2052,1112.142380219791,0.0024332660192977443
72,"30","Interdisciplinary Studies",2019,84878.92165450122,55421.54934358331,111,2055,1112.95515321844,0.002356770295748868
72,"30","Interdisciplinary Studies",2020,110758.22741273101,83289.8549839934,111,1948,1083.5935192715358,0.002135007436358037
72,"30","Interdisciplinary Studies",2021,133803.080760095,88059.5740190904,119,2105,1126.4133202243465,0.002207491628835189
72,"30","Interdisciplinary Studies",2022,132092.41367924528,93473.32225607804,128,2120,1130.41956897921,0.002162662850042794
72,"30","Interdisciplinary Studies",2023,147531.2121338912,96814.73235224518,148,2390,1200.2461628410422,0.0023760667446096092
73,"30","Interdisciplinary Studies",2014,91506.77445255475,76696.54051564168,71,1370,908.725834454681,0.0018248977324646642
73,"30","Interdisciplinary Studies",2015,106907.18737800911,72928.10451108341,81,1537,962.5189763277529,0.001987164237766722
73,"30","Interdisciplinary Studies",2016,109419.89985994398,80020.0926908673,76,1428,927.7622023725892,0.001806378489422313
73,"30","Interdisciplinary Studies",2017,103352.79464931309,80721.9604921966,79,1383,913.0273070171366,0.0016982390133268171
73,"30","Interdisciplinary Studies",2018,84966.7463672391,65000.84462722104,87,1514,955.2904775804678,0.0017953044606319613
73,"30","Interdisciplinary Studies",2019,70851.32439335888,51018.80904744478,90,1566,971.5571360509758,0.0017959621815779696
73,"30","Interdisciplinary Studies",2020,53918.4010446895,41736.078202788536,95,1723,1019.0955119204656,0.0018884075014604196
73,"30","Interdisciplinary Studies",2021,65800.69230769231,47959.34920610991,111,2067,1116.2000058538388,0.0021676414236590667
73,"30","Interdisciplinary Studies",2022,72202.99913569576,53542.18153972624,123,2314,1181.0088101165745,0.0023605669033014273
73,"30","Interdisciplinary Studies",2023,75519.52115626309,54041.37653040748,124,2387,1199.4926454610038,0.002373084234051522
74,"30","Interdisciplinary Studies",2014,63676.02018348624,55219.92300701336,62,1090,810.5620813144898,0.0014519259331288205
74,"30","Interdisciplinary Studies",2015,82303.16859504132,82848.55789741188,68,1210,854.0151220091517,0.0015643908443056173
74,"30","Interdisciplinary Studies",2016,86187.85750853243,89471.28843407659,67,1172,840.4981644780471,0.0014825459310945034
74,"30","Interdisciplinary Studies",2017,77531.90229885057,85028.74072865307,71,1218,856.8337589082648,0.0014956291527346806
74,"30","Interdisciplinary Studies",2018,75658.3350515464,91212.33628137122,68,1164,837.6247876334884,0.0013802737068531064
74,"30","Interdisciplinary Studies",2019,89841.75752051048,103163.4369632232,69,1097,813.1608613165499,0.0012580910045919748
74,"30","Interdisciplinary Studies",2020,75538.476881233,69853.04025326314,73,1103,815.3816041265155,0.0012088876808536522
74,"30","Interdisciplinary Studies",2021,72288.56349206349,57105.23028112374,82,1386,914.017220112404,0.0014534837993185614
74,"30","Interdisciplinary Studies",2022,79303.32604237867,57517.65158900535,85,1463,939.0632313053695,0.001492441391326702
74,"30","Interdisciplinary Studies",2023,86937.17525162818,62896.44354594543,99,1689,1008.9907684163899,0.0016791534442031925
75,"30","Interdisciplinary Studies",2014,72884.87282608695,73737.32029207432,51,920,744.6757592910478,0.0012254787692463438
75,"30","Interdisciplinary Studies",2015,77891.9134993447,92635.82753773863,40,763,678.1657309413939,0.0009864712514092446
75,"30","Interdisciplinary Studies",2016,85108.2037533512,102212.58777645977,38,746,670.5683165357271,0.0009436683145021327
75,"30","Interdisciplinary Studies",2017,86216.66626065773,94172.4783345535,39,821,703.4692223325418,0.0010081375487645096
75,"30","Interdisciplinary Studies",2018,107202.35250737463,121400.82215362934,35,678,639.2762926753135,0.0008039738601773248
75,"30","Interdisciplinary Studies",2019,81115.4331210191,93133.89279556707,42,785,687.8732775505403,0.0009002747845074751
75,"30","Interdisciplinary Studies",2020,74111.63983050847,70106.75733845428,51,1180,843.3620303560103,0.00129327965857417
75,"30","Interdisciplinary Studies",2021,73758.31442869057,69704.24557595274,58,1199,850.1246785250705,0.0012573788422676445
75,"30","Interdisciplinary Studies",2022,81213.5836545875,75250.61322653756,65,1297,884.1845010308059,0.0013231008096724075
75,"30","Interdisciplinary Studies",2023,81030.59864457832,75049.34702453786,70,1328,894.6886263728177,0.0013202580070466783
76,"30","Interdisciplinary Studies",2014,68973.24620573357,68387.97586876291,32,593,597.862298177134,0.0007899009893076978
76,"30","Interdisciplinary Studies",2015,75754.68155339806,76851.43769727655,29,515,557.15697491525,0.0006658357725763577
76,"30","Interdisciplinary Studies",2016,74130.85789473684,85141.63691938022,29,570,586.1534336725862,0.0007210334306517636
76,"30","Interdisciplinary Studies",2017,79020.50071942445,88109.29964556114,33,695,647.2411407829884,0.0008534172915850599
76,"30","Interdisciplinary Studies",2018,80395.73614775726,84374.85562286251,37,758,675.9401382420573,0.0008988380324696346
76,"30","Interdisciplinary Studies",2019,119252.52578616352,144225.42804621602,41,795,692.2407474850951,0.0009117432530999271
76,"30","Interdisciplinary Studies",2020,116682.32226322264,145401.99517402417,43,813,700.0335390734107,0.0008910477647633902
76,"30","Interdisciplinary Studies",2021,121865.51424694709,159726.1524852843,50,737,666.5111840831242,0.0007728842424947907
76,"30","Interdisciplinary Studies",2022,126538.76680972819,170205.1776020611,51,699,649.1011074700422,0.0007130666661226006
76,"30","Interdisciplinary Studies",2023,130959.73018080667,176343.96372912856,56,719,658.3217232374506,0.000714808363754941
77,"30","Interdisciplinary Studies",2014,80388.06870229008,90574.9902586586,31,524,562.0042155416222,0.0006979900816142219
77,"30","Interdisciplinary Studies",2015,73977.7785467128,81946.63091476398,35,578,590.2524227593642,0.0007472875272798734
77,"30","Interdisciplinary Studies",2016,66398.22988505747,95822.33866121697,43,696,647.7065850001205,0.0008804197679537324
77,"30","Interdisciplinary Studies",2017,68830.45384615385,113891.19153317856,35,650,625.9367613021877,0.0007981600568781136
77,"30","Interdisciplinary Studies",2018,97186.84720121029,144297.36713943759,35,661,631.2109251337678,0.0007838152235652091
77,"30","Interdisciplinary Studies",2019,90879.32162921349,134167.05112628193,39,712,655.1092228248025,0.0008165549637825761
77,"30","Interdisciplinary Studies",2020,85583.67088607595,132774.28957290892,40,632,617.2091811719923,0.0006926718171346403
77,"30","Interdisciplinary Studies",2021,87855.81995661605,146298.82390039426,36,461,527.1382828087569,0.0004834459101629559
77,"30","Interdisciplinary Studies",2022,105098.01156069365,159090.5558522066,43,519,559.3165855318922,0.0005294443486661369
77,"30","Interdisciplinary Studies",2023,101936.68196202532,142947.2084420891,50,632,617.2092174531432,0.0006283155575704071
78,"30","Interdisciplinary Studies",2014,38896.96568627451,37885.8297339318,26,408,495.9115173707577,0.0005434731933179438
78,"30","Interdisciplinary Studies",2015,49862.662576687115,54967.57045740713,23,326,443.2850159042248,0.00042148050846581097
78,"30","Interdisciplinary Studies",2016,91885.44444444444,171781.58949780362,27,378,477.33148281444306,0.0004781590119059064
78,"30","Interdisciplinary Studies",2017,98592.71397379912,146551.2969408082,29,458,525.4202517301416,0.0005623958554618093
78,"30","Interdisciplinary Studies",2018,103344.62727272727,130338.00105387162,33,550,575.7782917844812,0.0006521911845096294
78,"30","Interdisciplinary Studies",2019,111770.83606557376,148236.53004801262,32,488,542.355383719729,0.0005596612673116533
78,"30","Interdisciplinary Studies",2020,90164.74836601307,128549.81100587381,32,612,607.3647441953503,0.0006707518229215187
78,"30","Interdisciplinary Studies",2021,83943.81535947713,88364.0496041547,33,612,607.3647577393413,0.0006417980412575466
78,"30","Interdisciplinary Studies",2022,76237.03795620438,85457.73644012134,41,685,642.5679617168265,0.0006987849303204312
78,"30","Interdisciplinary Studies",2023,84368.44823232324,85541.7860694347,48,792,690.9334656271105,0.0007873827873350671
79,"30","Interdisciplinary Studies",2014,98933.44599303136,171128.4000184438,20,287,415.92521806979084,0.0003822960943192399
79,"30","Interdisciplinary Studies",2015,79306.00651465799,147573.18725971,22,307,430.17331736495044,0.0003969156935552269
79,"30","Interdisciplinary Studies",2016,69103.24269662921,106384.45255194361,30,445,517.9097446934313,0.0005629120642807628
79,"30","Interdisciplinary Studies",2017,52772.873873873876,87294.35193968283,29,444,517.327512061173,0.0005452047157752037
79,"30","Interdisciplinary Studies",2018,97382.70719178082,144446.85628826282,33,584,593.3081515946906,0.0006925084577338609
79,"30","Interdisciplinary Studies",2019,105858.54528985507,162750.1148126351,31,552,576.8242230475682,0.0006330594663033456
79,"30","Interdisciplinary Studies",2020,116113.16221765913,180424.66348936886,28,487,541.7994131123547,0.0005337518590895092
79,"30","Interdisciplinary Studies",2021,120635.22027290448,176772.67122555987,30,513,556.0741446307719,0.0005379777698776494
79,"30","Interdisciplinary Studies",2022,133674.56386292833,170649.91037721382,34,642,622.0730079760875,0.0006549195989280538
79,"30","Interdisciplinary Studies",2023,111247.23095238095,157141.15133933842,26,420,503.1515435707628,0.0004175514781322326
80,"30","Interdisciplinary Studies",2014,51858.02032520325,121664.54774992488,20,246,385.07198440053196,0.00032768236655934845
80,"30","Interdisciplinary Studies",2015,25687.18614718615,38517.516600932264,19,231,373.14737353262575,0.0002986564339128906
80,"30","Interdisciplinary Studies",2016,33485.911016949154,59407.39382520069,21,236,377.1641438705831,0.0002985331397084495
80,"30","Interdisciplinary Studies",2017,60587.745,232460.35247702885,18,200,347.2077859128029,0.00024558770980865035
80,"30","Interdisciplinary Studies",2018,50029.71555555556,203214.85310597759,18,225,368.26944192609324,0.0002668054845721211
80,"30","Interdisciplinary Studies",2019,101040.54477611941,289291.798714881,20,268,401.9219858233534,0.0003073549582777113
80,"30","Interdisciplinary Studies",2020,111732.81853281854,300132.7964088046,19,259,395.11567891284295,0.00028386392505992377
80,"30","Interdisciplinary Studies",2021,103489.125,302186.9096231747,18,264,398.9113028737253,0.00027685405701305936
80,"30","Interdisciplinary Studies",2022,97964.35245901639,300482.23322477244,17,244,383.5034930713957,0.0002489102525520952
80,"30","Interdisciplinary Studies",2023,95336.4806378132,175689.4418467016,27,439,514.4064404520218,0.00043644071166678596
81,"30","Interdisciplinary Studies",2014,96492.08629441625,231517.0848890016,11,197,344.5938799845376,0.0002624123016755758
81,"30","Interdisciplinary Studies",2015,85951.66255144033,195009.81757078698,14,243,382.7167916730026,0.00031417105385641734
81,"30","Interdisciplinary Studies",2016,40928.434782608696,76122.07130181821,14,230,372.33882539552275,0.00029094331412264147
81,"30","Interdisciplinary Studies",2017,57655.58606557377,95602.69063491326,16,244,383.50347584691303,0.0002996170059665534
81,"30","Interdisciplinary Studies",2018,62044.07818930041,122583.31655140498,18,243,382.716807027059,0.00028814992333789076
81,"30","Interdisciplinary Studies",2019,56103.44666666666,102431.37547779725,20,300,425.24082007773245,0.00034405405777355736
81,"30","Interdisciplinary Studies",2020,80245.5867768595,96913.06587938697,20,363,467.7648057087063,0.00039784789496815574
81,"30","Interdisciplinary Studies",2021,71005.04761904762,99230.19017666353,22,378,477.331520905614,0.00039640467254142587
81,"30","Interdisciplinary Studies",2022,74454.93093922651,105181.97829648346,21,362,467.12007060456136,0.0003692848828846658
81,"30","Interdisciplinary Studies",2023,54005.11286089239,81103.21649535444,20,381,479.22195573109303,0.0003787788408770967
82,"30","Interdisciplinary Studies",2014,48817.84121621621,50645.914222307685,17,296,422.3963394776741,0.0003942844735836063
82,"30","Interdisciplinary Studies",2015,55413.705882352944,81873.66445902755,12,221,364.98124775409,0.00028572758395995157
82,"30","Interdisciplinary Studies",2016,51486.32960893855,92848.25158925082,11,179,328.47400061060415,0.00022642979664327313
82,"30","Interdisciplinary Studies",2017,69091.3909774436,121562.92751438584,9,133,283.1394466074358,0.00016331582702275248
82,"30","Interdisciplinary Studies",2018,52392.32738095238,94281.79927674717,7,168,318.22123003719287,0.0001992147618138504
82,"30","Interdisciplinary Studies",2019,56920.5,121161.14749299751,6,140,290.4949397375968,0.00016055856029432677
82,"30","Interdisciplinary Studies",2020,158284.9641693811,150122.10597617587,7,307,430.1733478879811,0.00033647191117141547
82,"30","Interdisciplinary Studies",2021,152296.88684210528,134383.12698149827,9,380,478.59263359123645,0.0003985020517612218
82,"30","Interdisciplinary Studies",2022,150847.41089108912,136576.25299511748,12,404,493.4746700168537,0.000412130090291174
82,"30","Interdisciplinary Studies",2023,159444.25192802056,149543.76969608615,14,389,484.2270079229702,0.0003867322023653297
83,"30","Interdisciplinary Studies",2014,34716.19718309859,87190.1568747111,11,142,292.56253214800313,0.0001891499839488922
83,"30","Interdisciplinary Studies",2015,25286.75,42573.627226524666,8,100,245.5130621318448,0.00012928849952938986
83,"30","Interdisciplinary Studies",2016,34665.20754716981,44824.7431636961,8,106,252.77116432706526,0.00013408691868260867
83,"30","Interdisciplinary Studies",2017,86719.21052631579,135394.1020890422,11,190,338.4163001515217,0.0002333083243182178
83,"30","Interdisciplinary Studies",2018,77596.66536964981,114057.36678974362,14,257,393.5871752208705,0.00030475115348904496
83,"30","Interdisciplinary Studies",2019,78169.0992063492,119731.42454799876,13,252,389.7397123499296,0.0002890054085297882
83,"30","Interdisciplinary Studies",2020,78589.15277777778,127645.35424543636,16,288,416.64922970282186,0.00031564791666895
83,"30","Interdisciplinary Studies",2021,89550.82624113475,145373.44629307947,17,282,412.2863028446708,0.00029573046999122244
83,"30","Interdisciplinary Studies",2022,49884.43434343435,142118.22437671197,15,198,345.46740003482944,0.00020198454920211003
83,"30","Interdisciplinary Studies",2023,61571.96753246753,182435.28213342337,13,154,304.67365394319796,0.00015310220864848527
84,"30","Interdisciplinary Studies",2014,82222.41960784314,112005.35049224569,11,255,392.05269669861866,0.0003396707458237149
84,"30","Interdisciplinary Studies",2015,86390.07203389831,118295.34466177733,10,236,377.16413884593646,0.00030512085888936006
84,"30","Interdisciplinary Studies",2016,83776.3893442623,118633.10653241925,11,244,383.5034701864568,0.00030865290715619356
84,"30","Interdisciplinary Studies",2017,101984.31553398058,132727.59787598092,9,206,352.37740964971437,0.0002529553411029098
84,"30","Interdisciplinary Studies",2018,130905.2270531401,117718.11712890677,9,207,353.23166146579945,0.0002454610458063514
84,"30","Interdisciplinary Studies",2019,75509.34831460674,105452.51296775561,10,178,327.5552007563112,0.00020413874094564404
84,"30","Interdisciplinary Studies",2020,82093.34254143646,113380.37880395129,13,181,330.30396160516983,0.0001983759476287498
84,"30","Interdisciplinary Studies",2021,87924.43406593407,118672.4334791546,12,182,331.2151477648592,0.00019086150900142726
84,"30","Interdisciplinary Studies",2022,92890.16363636364,113260.04257817612,15,220,364.15458751994436,0.00022442727689123336
84,"30","Interdisciplinary Studies",2023,54707.87570621469,107012.95373742987,14,177,326.6338134314888,0.00017596812292715517
85,"30","Interdisciplinary Studies",2014,22939.472222222223,53210.68894646732,10,180,329.3902398337311,0.00023976758528732815
85,"30","Interdisciplinary Studies",2015,26321.907563025212,75998.52813675746,9,119,267.8231132838707,0.00015385331443997394
85,"30","Interdisciplinary Studies",2016,16683.252427184467,41645.57053589091,7,103,249.1685433092104,0.00013029200588970466
85,"30","Interdisciplinary Studies",2017,22853.97435897436,37184.073920070055,8,117,265.56296775024543,0.00014366881023806044
85,"30","Interdisciplinary Studies",2018,16899.01818181818,36076.00413815484,7,110,257.4962673547138,0.00013043823690192587
85,"30","Interdisciplinary Studies",2019,64105.96261682243,174071.2966326008,6,107,253.960685643209,0.00012271261393923547
85,"30","Interdisciplinary Studies",2020,52935.149606299216,155792.68985886197,6,127,276.6791509162836,0.00013919196325332171
85,"30","Interdisciplinary Studies",2021,53538.8515625,160394.78348303473,6,128,277.7663034093629,0.00013423227006693786
85,"30","Interdisciplinary Studies",2022,72864.9268292683,185589.5425894961,7,123,272.2871454779935,0.00012547525026191682
85,"30","Interdisciplinary Studies",2023,105329.15094339622,173687.42773358844,9,159,309.5801424541777,0.0001580730595786309
86,"30","Interdisciplinary Studies",2014,77324.41666666667,123104.6488840837,8,156,306.6456519485582,0.0002077985739156844
86,"30","Interdisciplinary Studies",2015,79217.11875,119861.98391203224,8,160,310.55212189587274,0.00020686159924702377
86,"30","Interdisciplinary Studies",2016,87900.93939393939,141696.57758674386,7,132,282.0730029498823,0.00016697616288777683
86,"30","Interdisciplinary Studies",2017,95110.87704918033,148300.99628712118,6,122,271.1780230594212,0.0001498085029832767
86,"30","Interdisciplinary Studies",2018,101667.43103448275,155845.1957329557,5,116,264.4256502807433,0.0001375530498238491
86,"30","Interdisciplinary Studies",2023,35216.28378378379,81203.15511067327,6,74,211.1983465187202,0.00007356859376615526
87,"30","Interdisciplinary Studies",2014,18176.128440366974,66935.24046379836,8,109,256.3231521361732,0.00014519259331288205
87,"30","Interdisciplinary Studies",2015,54342.59090909091,160735.55811215978,10,132,282.0730008480491,0.00017066081937879463
87,"30","Interdisciplinary Studies",2016,98428.64285714286,243976.35987921574,6,70,205.4109879707256,0.00008854796516776044
87,"30","Interdisciplinary Studies",2018,166085.84,509145.43051764555,8,75,212.62057044678758,0.00008893516152404036
87,"30","Interdisciplinary Studies",2019,145909.3469387755,418422.575549861,10,98,243.04553838261148,0.00011239099220602875
87,"30","Interdisciplinary Studies",2020,155647.22471910113,448139.3376979778,9,89,231.61657347630793,0.0000975439742483908
87,"30","Interdisciplinary Studies",2021,136234.19008264464,353456.35684131255,12,121,270.0643567662905,0.00012689144279765218
87,"30","Interdisciplinary Studies",2022,142962.1145038168,368965.5164702255,12,131,281.0025233021332,0.00013363624214887077
87,"30","Interdisciplinary Studies",2023,124557,258245.28555880464,7,82,222.32155365334455,0.00008152195525438827
88,"30","Interdisciplinary Studies",2016,186465.46913580247,746768.6976488648,5,81,220.9617719725867,0.00010246264540840852
88,"30","Interdisciplinary Studies",2018,216327.17441860464,655935.6177151847,5,86,227.67946204158648,0.00010197898521423294
88,"30","Interdisciplinary Studies",2019,191974.9595959596,575825.8183611578,6,99,244.28241851648505,0.00011353783906527393
88,"30","Interdisciplinary Studies",2020,209981.24175824175,618187.3811734226,6,91,234.20454690632442,0.00009973597366970295
92,"30","Interdisciplinary Studies",2014,8673.72619047619,25798.238336600647,7,84,225.01645004348185,0.00011189153980075313
92,"30","Interdisciplinary Studies",2015,8740.383720930233,26107.10132340887,7,86,227.67945880891807,0.00011118810959527529
92,"30","Interdisciplinary Studies",2016,8803.232558139534,25716.69823887918,7,86,227.67945991423028,0.00010878750006324854
92,"30","Interdisciplinary Studies",2017,8828.662790697674,26278.602292805583,7,86,227.6794610986732,0.00010560271521771964
92,"30","Interdisciplinary Studies",2018,37869.05714285714,28970.80925328492,6,70,205.41098953293618,0.000083006150755771
94,"30","Interdisciplinary Studies",2014,82728.66101694915,119374.37520920228,6,59,188.58218836948856,0.00007859048628862423
94,"30","Interdisciplinary Studies",2015,94735.59420289854,128434.98426223962,7,69,203.93848871007958,0.000089209064675279
94,"30","Interdisciplinary Studies",2016,71857.54347826086,142339.68465513582,8,92,235.48786452491944,0.00011637732564905659
94,"30","Interdisciplinary Studies",2017,70119.28037383177,124672.1807320917,9,107,253.96068300684567,0.00013138942474762792
94,"30","Interdisciplinary Studies",2018,69468.06962025317,98955.54730824335,10,158,308.60507771661685,0.00018735674027731169
94,"30","Interdisciplinary Studies",2019,69317.58181818182,94897.89173532627,6,165,315.3671760986758,0.00018922973177545657
94,"30","Interdisciplinary Studies",2020,62307.251700680274,87837.74679509013,5,147,297.66872825563377,0.00016111195746644323
94,"30","Interdisciplinary Studies",2021,75402.22222222222,72715.88891247226,6,153,303.68284104975055,0.00016044951031438665
94,"30","Interdisciplinary Studies",2022,84368.58273381295,86549.34594327527,5,139,289.4556029951688,0.00014179723403582472